,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
541,,,19838,0,0,0,0,0,1,0.0,-0.5,0,Robert,0.0,574,False,,,40,19838.jpg,0.0,Elliot,0.7,False,,a,18,57,0,53492,13632,9671,2554,0.0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,28,362,9,304,6,380,28,,,,,,
542,100.0,100.0,103192,0,0,-1,1,0,2,0.0,0.5,0,Kurt,0.0,128,False,,2021-08-27T14:00:14.022296Z,54,103192.jpg,0.0,Zouma,0.9,False,,a,19,21,0,22736,3022,67587,6243,0.0,0.0,Zouma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,203,560,203,549,202,563,203,,,,,,
543,,,18073,0,0,0,0,0,3,0.3,0.8,0,Mark,0.3,406,False,,,45,18073.jpg,1.0,Noble,0.6,False,,a,19,21,1,22200,4635,29879,4799,0.1,0.2,Noble,2,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.0,0.1,360,165,425,175,381,154,367,169,4.0,,,,1.0,
544,,,32259,0,0,0,0,0,1,0.0,0.5,0,Darren,0.0,407,False,,,45,32259.jpg,0.0,Randolph,0.2,False,,a,19,21,0,1218,177,4193,604,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,48,429,31,385,28,443,48,,,,,,
545,,,37096,0,0,0,0,0,1,3.0,3.5,6,Lukasz,3.0,408,False,,,50,37096.jpg,2.5,Fabianski,1.9,False,,a,19,21,10,36466,4660,55878,9768,0.6,2.0,Fabianski,360,0,0,1,5,0,0,0,0,0,3,0,47,35.8,0.0,0.0,3.6,206,19,534,57,514,55,282,19,,,,,,
546,100.0,100.0,40669,0,0,0,0,0,2,4.0,4.5,9,Angelo,4.0,409,False,,2021-08-10T08:00:10.277396Z,50,40669.jpg,3.2,Ogbonna,0.2,False,,a,19,21,13,8480,2631,6562,1311,0.8,2.6,Ogbonna,360,0,0,1,5,0,0,0,0,0,0,3,75,48.2,2.4,4.0,5.5,162,68,279,91,267,86,246,85,,,,,,
547,,,48717,0,0,0,0,0,2,0.0,0.5,0,Winston,0.0,410,False,,,40,48717.jpg,0.0,Reid,1.7,False,,a,19,21,0,30481,3656,51375,7890,0.0,0.0,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,376,132,366,133,308,104,384,133,,,,,,
548,,,55459,0,0,0,0,0,2,5.0,5.5,8,Aaron,5.0,411,False,,,55,55459.jpg,5.5,Cresswell,16.0,False,,a,19,21,22,336782,40584,425160,80989,0.9,4.0,Cresswell,360,1,1,1,5,0,0,0,0,0,0,3,95,94.6,63.5,35.0,19.3,41,10,60,14,122,29,70,14,1.0,,1.0,,,
549,,,56377,-1,1,-2,2,0,3,1.0,1.5,1,Andriy,1.0,412,False,,,53,56377.jpg,1.0,Yarmolenko,0.2,False,,a,19,21,4,3289,641,13044,1325,0.2,0.8,Yarmolenko,12,0,0,0,0,0,0,0,0,0,0,0,12,1.0,3.0,7.0,1.0,356,164,272,143,245,130,334,150,3.0,,,,,
550,0.0,,57531,-1,1,4,-4,3,4,0.0,9.2,-1,Michail,8.7,413,True,Suspended until 25 Sep,2021-09-11T16:30:15.334343Z,79,57531.jpg,9.8,Antonio,37.1,False,,s,19,21,39,2432555,39188,1506932,1234862,1.1,4.9,Antonio,358,4,4,1,5,0,0,1,0,1,0,8,147,208.0,96.5,286.0,59.0,1,1,32,4,2,1,2,1,,,,,2.0,
551,,,60232,0,0,0,0,0,2,3.0,3.5,6,Craig,3.0,414,False,,,50,60232.jpg,2.5,Dawson,0.3,False,,a,19,21,10,11932,747,12659,1707,0.6,2.0,Dawson,360,0,0,1,5,0,0,0,0,0,0,0,66,81.2,14.3,100.0,19.6,72,23,204,61,44,3,69,13,,,,,,
552,,,81012,0,0,0,0,0,2,0.0,0.5,0,Ryan,0.0,415,False,,,45,81012.jpg,1.0,Fredericks,0.1,False,,a,19,21,1,2502,390,5478,789,0.0,0.2,Fredericks,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,446,175,441,175,397,160,453,175,,,,,,
553,100.0,100.0,86934,0,0,-1,1,0,3,0.3,0.8,0,Manuel,0.3,416,False,,2021-08-13T13:00:15.122575Z,59,86934.jpg,1.0,Lanzini,0.1,False,,a,19,21,1,3328,466,7483,957,0.1,0.2,Lanzini,11,0,0,0,0,0,0,0,0,0,0,0,4,6.4,0.5,0.0,0.7,312,136,320,161,579,236,342,154,,,4.0,,,
554,75.0,75.0,105717,0,0,-1,1,0,2,0.0,0.4,0,Arthur,0.0,417,False,Lack of match fitness - 75% chance of playing,2021-08-10T08:00:10.295760Z,44,105717.jpg,0.0,Masuaku,0.0,False,,d,19,21,0,309,41,2944,248,0.0,0.0,Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,159,408,159,354,134,424,159,,,,,,
555,,,164555,0,0,0,0,0,2,4.0,4.5,6,Vladimir,4.0,418,False,,,50,164555.jpg,3.2,Coufal,9.5,False,,a,19,21,13,203838,19661,430125,78560,0.8,2.6,Coufal,360,0,1,1,5,0,0,0,0,0,0,0,78,85.4,75.2,8.0,16.8,63,18,49,12,231,65,95,22,5.0,,,,,
556,,,172841,0,0,4,-4,2,3,5.7,6.2,3,Saïd,5.7,419,True,,,64,172841.jpg,7.2,Benrahma,30.6,False,,a,19,21,29,2324771,169094,629254,245246,0.9,4.5,Benrahma,326,2,2,1,5,0,0,0,0,0,0,4,105,131.8,95.7,123.0,35.1,8,5,33,22,28,19,13,10,,,3.0,,,
557,,,178186,-1,1,-2,2,0,3,2.3,2.8,3,Jarrod,2.3,420,False,,,63,178186.jpg,2.2,Bowen,0.8,False,,a,19,21,9,20164,1773,76356,8501,0.4,1.4,Bowen,339,0,0,1,5,0,0,0,0,0,0,0,39,69.2,148.9,78.0,29.6,101,39,6,4,58,33,25,17,2.0,,,,,
558,,,204480,0,0,0,0,0,3,3.0,3.5,2,Declan,3.0,421,False,,,50,204480.jpg,2.8,Rice,4.5,False,,a,19,21,11,156762,27572,169036,31295,0.6,2.2,Rice,360,0,1,1,5,0,0,0,2,0,0,1,80,110.8,98.3,27.0,23.6,25,11,30,20,149,81,49,32,,,2.0,,3.0,
559,,,215439,0,0,0,0,0,3,2.3,2.8,3,Tomas,2.3,422,False,,,60,215439.jpg,3.8,Soucek,7.7,False,,a,19,21,15,161713,14110,378986,64278,0.4,2.5,Soucek,360,1,0,1,5,0,0,0,0,0,0,1,67,81.6,17.0,165.0,26.4,71,28,190,108,15,9,34,22,,,,,,
560,,,217593,0,0,0,0,0,3,6.0,6.5,3,Pablo,6.0,423,False,,,60,217593.jpg,5.8,Fornals,3.4,False,,a,19,21,23,334014,55726,129704,40525,1.0,3.8,Fornals,356,2,1,1,5,0,0,0,0,0,0,1,94,132.0,118.3,84.0,33.5,7,4,20,12,53,29,18,12,,,,,,
561,,,219924,0,0,-1,1,0,2,0.0,0.5,0,Issa,0.0,424,False,,,44,219924.jpg,0.0,Diop,0.3,False,,a,19,21,0,5479,712,17781,2112,0.0,0.0,Diop,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,167,417,167,372,151,433,167,,,,,,
562,,,222018,0,0,0,0,0,2,0.0,0.5,0,Ben,0.0,425,False,,,40,222018.jpg,1.0,Johnson,2.3,False,,a,19,21,1,63246,4276,83226,13015,0.0,0.2,Johnson,1,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.1,0.0,0.1,353,126,350,125,325,113,365,128,,,,,,
563,,,84182,0,0,-1,1,0,1,0.0,0.5,0,Alphonse,0.0,489,False,,,49,84182.jpg,0.0,Areola,0.9,False,,a,19,21,0,12851,1534,52890,6287,0.0,0.0,Areola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,63,517,53,491,51,524,63,,,,,,
564,0.0,0.0,486870,0,0,0,0,0,2,0.0,0.0,0,Frederik,0.0,521,False,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-14T17:00:13.907661Z,40,486870.jpg,0.0,Alves,0.2,False,,u,19,21,0,818,0,19283,1376,0.0,0.0,Alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,151,399,152,343,125,416,152,,,,,,
565,0.0,0.0,222017,0,0,0,0,0,3,0.0,0.0,0,Conor,0.0,522,False,Joined Peterborough United on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:07.036627Z,45,222017.jpg,0.0,Coventry,0.1,False,,u,19,21,0,2225,0,5286,733,0.0,0.0,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,183,477,191,441,173,487,187,,,,,,
566,,,462384,0,0,0,0,0,2,0.0,0.5,0,Jamal,0.0,554,False,,,40,462384.jpg,0.0,Baptiste,0.2,False,,a,19,21,0,14675,2272,6115,1623,0.0,0.0,Baptiste,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,147,394,148,338,121,411,148,,,,,,
567,,,180151,0,0,0,0,0,3,2.1,2.6,1,Nikola,1.0,582,False,,,60,180151.jpg,1.0,Vlasic,0.1,False,,a,19,21,1,5713,1033,2340,688,0.2,0.2,Vlasic,27,0,0,0,0,0,0,0,0,0,0,0,4,3.6,11.2,6.0,2.1,330,148,233,127,257,135,313,141,,,,,,
568,,,195728,0,0,0,0,0,3,1.1,1.6,0,Alex,0.0,589,False,,,45,195728.jpg,0.0,Kral,0.1,False,,a,19,21,0,4980,1926,1753,794,0.0,0.0,Kral,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,175,460,183,423,165,470,179,,,,,,
569,,,19624,0,0,0,0,0,3,3.2,3.2,4,João Filipe Iria,2.7,426,False,,,50,19624.jpg,2.5,Santos Moutinho,0.7,False,,a,20,39,10,39562,17940,27462,7075,0.5,2.0,Moutinho,316,0,0,1,3,0,0,0,0,0,0,1,66,36.2,133.9,9.0,17.9,205,80,13,9,224,119,82,46,1.0,,4.0,,,
570,0.0,0.0,38533,0,0,0,0,0,1,0.0,0.0,0,Rui Pedro,0.0,427,False,Transferred to Roma,2021-07-14T07:47:44.687993Z,50,38533.jpg,0.0,dos Santos Patrício,0.0,False,,u,20,39,0,0,0,1423,91,0.0,0.0,Patrício,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,66,535,58,515,56,541,66,,,,,,
571,100.0,100.0,90585,0,0,-1,1,0,2,0.5,0.5,0,Willy,0.0,428,False,,2021-08-09T18:30:12.373456Z,49,90585.jpg,0.0,Boly,0.1,False,,a,20,39,0,1891,602,4625,616,0.0,0.0,Boly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,194,520,194,494,186,527,193,,,,,,
572,,,94147,0,0,0,0,0,2,3.8,3.8,6,Conor,3.3,429,False,,,45,94147.jpg,3.0,Coady,6.8,False,,a,20,39,12,243504,54652,232258,31515,0.7,2.7,Coady,356,0,0,1,3,0,0,0,0,0,0,0,68,44.2,1.0,10.0,5.6,174,72,301,102,212,56,242,82,,,,,,
573,,,102057,0,0,-1,1,0,4,1.8,1.8,1,Raúl,1.3,430,False,,,74,102057.jpg,1.5,Jiménez,4.5,False,,a,20,39,6,332077,105338,261291,44880,0.2,0.8,Jiménez,360,0,0,1,3,0,0,0,2,0,0,0,11,24.6,147.3,168.0,34.1,233,27,8,1,13,5,16,4,,,,,1.0,
574,,,107613,0,0,0,0,0,2,3.5,3.5,6,Romain,3.0,431,False,,,50,107613.jpg,2.8,Saïss,1.0,False,,a,20,39,11,68984,17147,42100,7450,0.6,2.2,Saïss,353,0,0,1,3,0,0,0,1,0,0,0,64,83.6,25.1,79.0,18.8,67,20,166,44,57,6,75,16,,,3.0,,,
575,,,111291,1,-1,1,-1,1,2,6.2,6.2,13,Fernando,5.7,432,False,,,46,111291.jpg,4.5,Marçal,5.2,False,,a,20,39,18,466971,322620,82711,24098,1.2,3.9,Marçal,360,0,2,1,3,0,0,0,2,0,0,2,70,56.6,52.8,40.0,14.9,136,54,81,20,109,25,104,27,,,,,,
576,0.0,0.0,114128,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,433,False,Knee injury - Unknown return date,2021-06-22T11:30:10.631811Z,45,114128.jpg,0.0,Castro Otto,0.0,False,,i,20,39,0,210,45,291,40,0.0,0.0,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,179,446,178,403,164,458,178,,,,,,
577,,,151589,0,0,-1,1,0,3,0.8,0.8,0,Leander,0.3,434,False,,,49,151589.jpg,1.0,Dendoncker,0.1,False,,a,20,39,2,2896,594,8128,1299,0.1,0.4,Dendoncker,42,0,0,0,0,0,0,0,0,0,0,0,8,14.6,1.2,4.0,2.0,273,112,298,153,266,136,315,143,,,,,,
578,,,159533,0,0,0,0,0,3,2.8,2.8,3,Adama,2.3,435,False,,,60,159533.jpg,2.2,Traoré,4.3,False,,a,20,39,9,395260,63785,166880,33872,0.4,1.5,Traoré,346,0,0,1,3,0,0,0,0,0,0,0,59,86.0,148.1,183.0,41.8,60,25,7,5,7,4,7,5,,,,,,
579,,,171317,0,0,0,0,0,3,2.5,2.5,3,Rúben Diogo,2.0,436,False,,,55,171317.jpg,2.0,da Silva Neves,1.3,False,,a,20,39,8,37092,9433,58912,8837,0.4,1.5,Neves,360,0,0,1,3,0,0,0,1,0,0,0,62,75.4,132.8,42.0,25.1,86,33,14,10,104,55,41,26,2.0,,1.0,,2.0,
580,,,200402,0,0,-1,1,0,2,3.8,3.8,6,Nélson,3.3,437,False,,,49,200402.jpg,3.3,Cabral Semedo,3.0,False,,a,20,39,10,212444,59115,118775,16519,0.7,2.0,Semedo,270,0,0,1,2,0,0,0,0,0,0,0,44,39.4,43.1,57.0,13.9,194,79,102,23,74,13,116,34,5.0,,,,,
581,100.0,100.0,200600,0,0,0,0,0,3,1.2,1.2,1,Daniel,0.7,438,False,,2021-06-22T11:30:10.652938Z,55,200600.jpg,1.0,Castelo Podence,0.1,False,,a,20,39,2,7591,1820,4371,1097,0.1,0.4,Podence,29,0,0,0,1,0,0,0,0,0,0,0,11,5.0,11.1,2.0,1.8,319,140,234,128,289,147,320,145,,,,,,
582,,,214048,0,0,0,0,0,2,3.5,3.5,5,Max,3.0,439,False,,,45,214048.jpg,2.8,Kilman,0.4,False,,a,20,39,11,26436,6067,15106,2655,0.7,2.4,Kilman,360,0,0,1,3,0,0,0,1,0,0,0,71,80.6,15.6,53.0,15.0,74,25,195,58,80,17,103,26,,,,,,
583,0.0,0.0,222531,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,440,False,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.739401Z,45,222531.jpg,0.5,Gibbs-White,0.3,False,,u,20,39,1,7872,0,22384,3799,0.0,0.2,Gibbs-White,7,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.7,24.0,2.1,482,184,309,156,158,86,308,138,,,,,,
584,0.0,0.0,247632,0,0,-1,1,0,3,0.0,0.0,0,Pedro,0.0,441,False,Knee injury - Expected back 04 Dec,2021-06-22T11:30:10.668592Z,64,247632.jpg,0.0,Lomba Neto,0.0,False,,i,20,39,0,679,117,2165,213,0.0,0.0,Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593,242,592,242,590,242,593,242,,,2.0,,,
585,0.0,0.0,250604,0,0,0,0,0,3,0.0,0.0,0,Owen,0.0,442,False,Transferred to Club Brugge,2021-08-23T09:40:05.510927Z,45,250604.jpg,0.0,Otasowie,0.2,False,,u,20,39,0,1028,0,11443,1243,0.0,0.0,Otasowie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,191,493,197,459,180,502,193,,,,,,
586,,,441271,0,0,0,0,0,2,0.5,0.5,0,Ki-Jana,0.0,443,False,,,40,441271.jpg,1.0,Hoever,2.5,False,,a,20,39,1,115234,7121,88328,16214,0.0,0.2,Hoever,90,0,0,0,1,0,0,0,1,0,0,0,6,13.6,16.7,6.0,3.6,276,111,192,56,248,72,281,98,,,,,,
587,0.0,0.0,448487,0,0,0,0,0,1,0.0,0.0,0,Andreas,0.0,444,False,Joined Randers on loan until the end of 2021 - Expected back 15 Jan,2021-08-31T22:00:09.761639Z,40,448487.jpg,0.0,Söndergaard,1.2,False,,n,20,39,0,24791,1179,37473,7670,0.0,0.0,Söndergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,42,390,24,334,21,407,42,,,,,,
588,,,449988,-1,1,-2,2,0,4,1.2,1.2,0,Fabio,0.7,445,False,,,58,449988.jpg,1.0,Silva,0.5,False,,a,20,39,3,12821,1944,41310,5733,0.1,0.5,Fabio Silva,10,0,0,0,0,0,0,0,0,0,0,0,8,3.0,0.0,17.0,2.0,335,39,581,79,188,41,316,42,,,,,3.0,
589,100.0,75.0,501837,0,0,0,0,0,2,0.5,0.4,0,Yerson,0.0,446,False,,2021-08-09T18:30:12.430525Z,45,501837.jpg,0.0,Mosquera Valdelamar,0.0,False,,a,20,39,0,338,193,1133,125,0.0,0.0,Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,191,510,190,479,180,519,190,,,,,,
590,,,19236,0,0,0,0,0,1,0.5,0.5,0,John,0.0,452,False,,,45,19236.jpg,0.0,Ruddy,0.2,False,,a,20,39,0,2384,469,5700,951,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,46,426,28,382,25,441,46,,,,,,
591,,,222564,0,0,-1,1,0,3,3.2,3.2,3,Francisco,2.7,461,False,,,59,222564.jpg,2.5,Machado Mota de Castro Trincão,1.1,False,,a,20,39,10,97691,21731,56364,11469,0.5,1.7,Trincão,299,0,0,2,2,0,0,0,0,0,0,0,39,51.4,70.3,144.0,26.5,150,56,53,35,19,12,33,21,3.0,,,,,
592,,,448514,-1,1,-2,2,0,2,0.8,0.8,0,Rayan,0.3,470,False,,,43,448514.jpg,1.0,Ait Nouri,0.3,False,,a,20,39,1,3695,536,27096,3731,0.1,0.2,Ait Nouri,6,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.1,8.0,1.0,343,125,351,126,225,62,332,120,,,,,,
593,,,149065,0,0,0,0,0,1,4.2,4.2,6,José,3.7,475,False,,,50,149065.jpg,3.5,Malheiro de Sá,2.0,False,,a,20,39,14,179462,48798,61920,12530,0.7,2.8,Sá,360,0,0,1,3,0,0,0,0,0,13,0,68,90.6,0.0,0.0,9.0,46,8,543,60,525,59,185,10,,,,,,
594,0.0,0.0,209353,0,0,0,0,0,4,0.0,0.0,0,Patrick,0.0,523,False,Season long loan to Empoli,2021-08-15T12:06:51.809579Z,50,209353.jpg,0.0,Cutrone,0.1,False,,u,20,39,0,1047,0,14198,764,0.0,0.0,Cutrone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,549,67,550,69,533,64,554,70,,,,,,
595,,,245923,0,0,0,0,0,3,0.5,0.5,0,Luke,0.0,547,False,,,45,245923.jpg,0.0,Cundle,0.1,False,,a,20,39,0,6303,1940,3235,1076,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,190,491,196,457,179,500,192,,,,,,
596,,,461026,0,0,0,0,0,3,0.5,0.5,0,Chem,0.0,548,False,,,45,461026.jpg,0.0,Campbell,0.3,False,,a,20,39,0,25637,6345,12572,3647,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,195,500,201,467,185,509,197,,,,,,
597,0.0,0.0,481626,0,0,0,0,0,2,0.0,0.0,0,Christian,0.0,549,False,Season-long loan to Belenenses,2021-09-07T09:00:15.908306Z,40,481626.jpg,0.0,Marques,0.3,False,,u,20,39,0,24271,0,17025,4630,0.0,0.0,Marques,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,150,398,151,342,124,415,151,,,,,,
598,,,184754,0,0,0,0,0,4,2.1,2.1,8,Hee-Chan,8.0,583,False,,,55,184754.jpg,8.0,Hwang,2.0,False,,a,20,39,8,167061,153268,25824,20907,1.5,1.5,Hwang,27,1,0,0,0,0,0,0,0,0,0,3,32,40.4,0.4,35.0,7.6,193,22,330,48,124,31,211,32,,,,,,
